"id","restaurant_id","review_num","reservation","waiting_time","visit_reason","companion","visit_number","review","score"
11,1,11,예약 후 이용,바로 입장,"일상, 기념일, 가족모임","부모님, 친척・형제","1번째 방문",전체적으로 무난하고 건강하게 맛있었습니다. 가족들 모두 제일 맛있는 메뉴로는 뇨끼를 꼽았어요. 알배추구이에는 소스가 더 필요할 것 같구 가지라자냐는 약간 소스가 덜 배인 느낌이었습니다. 라구리가토니와 호박까넬로니는 정말 맛있었어요. 그리고 물티슈가 오래된 것들이 있었는데 열어보면 건조되어 있어서 쓸모가 없었어요. 이런 디테일 좀 더 챙겨주시면 좋겠습니다. ,7.5
12,1,12,예약 후 이용,바로 입장,일상,"연인・배우자, 부모님","1번째 방문","채소 요리를 너무 좋아해서 꼭 가보고 싶었던 로컬릿! 캐치테이블 예약 후 다녀왔어요. 제일 먹어 보고 싶었던 채소테린, 후기가 좋아보였던 호박 까넬로니와 시금치 뇨끼, 생선 파스타는 처음이라 시켜본 삼치오일파스타! 예약했지만 테이블 정리와 셋팅이 안되어 있어서 잠시 기다렸고 창가 쪽 테이블도 비어있었는데 키친 바로 옆 좌석 안내해주셨어요. 주방 바로 옆이라 우당탕탕 떨어트리는 소리 밧드, 스텐식기들 부딪하는 소리가 너무 커서 밥 먹기가 조금 힘들었어요 ㅠㅠ 음식은 정말 맛있었구요. 채소테린 입맛저격이라 집에서도 만들어볼까해요! 백태콩 후무스는 껍질없이 부드럽고 간도 세지 않아 좋았어요. 뇨끼와 까넬로니도 버터리하게 부드러운 맛이 나면서 맛있었고 삼치파스타는 제 입엔 살짝 짜게 느껴졌지만 맛있었어요! ",8.5
13,1,13,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문","3호선 옥수역 도보 5분거리 성수동 로컬릿 흑백요리사 출연 식당 도장깨기 다짐하고 처음으로 들른 곳이었는데, 흑백요리사와 별개로 음식 자체가 너무 맛있었어요. 채식 위주의 식당이라 혹시 너무 야채만 있음 어쩌나 고민했지만 전혀 그런 고민할 필요 없이 대중적인 입맛에도 잘 맛는 그런 식당입니다.  (1)채소테린 :에피타이저 채소테린이 뭔가 시그니쳐 같아서 먹어봤는데 병아리 콩들과 훔무스 조합이 너무 좋고 담백.. 꼭 드셔보세요.. (2)시금치뇨끼: 뇨끼의 바삭한 식감과 시금치베이스의 초록빛 소스가 너무 잘 어울려요. 그릇 박박 긁어서 다먹음;; (3)삼치오일파스타: 양도 충분하고 하얀 삼치살 섞여있어서 단백질도 보충 가능,, 초 맛있게 먹음.  다만 예약하기가 쫌 어려우니 미리미리 예약 추천!! ",8.5
30,1,30,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",흑백요리사 보고 방문했어요! 기대한만큼 비건레스토랑인데 너무 맛있어요 야채를 주류 음식으로 다루는데 너무 괜찮은 곳이에요 재방문각입니다❣️👍 ,8.5
31,1,31,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",캐치테이블 예약후 바로입장 워크인고객은 안받는 것 같음 시금치뇨끼 가지라자냐 추천,4.5
14,1,14,예약 후 이용,바로 입장,친목,친척・형제,"1번째 방문","흑백요리사를 무척이나 재밌게 봤는데, 참가자들 레스토랑이 대부분 주류가 필수라 술 안 마시는 사람은 가기가 좀 그랬어요 ㅠㅠ 그래서 주류필수 아닌 곳을 찾다가 비건인 게 맘에 들어 방문해보았습니다. 예약은 수월했고, 당일도 만석은 아니었어요. 어떻게 보면 동네 모임하기 좋은 키치한 동네맛집 같은 느낌. 리조또는 알단테가 아니어서(ㅋㅋ) 좋았고, 각종 소스들도 채소류로 만든 게 신선하고 건강한 느낌이었어요. 디저트류가 안 돼서 잘 먹고 마지막이 좀 아쉽긴 했습니다 ",7.5
289,3,87,예약 없이 이용,바로 입장,데이트,연인・배우자,"1번째 방문",근본 타코 맛집이네요,3.5
15,1,15,예약 후 이용,바로 입장,일상,지인・동료,"1번째 방문","시칠리아식 삼치오일파스타 , 가지라자냐, 호박 까넬로니, 시금치뇨끼 이렇게 시켰어요. 셋이 이렇게먹으니 배부르더라구요. 다 맛있었고 가격대에 합리적이고 좋았고 건강한맛이라 좋았어요. 호박 까넬로니가 개인적으로 제일 맛있었고 그다음 삼치오일파스타도 맛났어요 삼치에 고소함과 파스타가 잘 어우러졌고 가지라자냐도 시금치뇨끼도 맛나고 좋았습니다! 캐치테이블로 예약했어요 ㅎㅎ ",9.0
16,1,16,예약 후 이용,바로 입장,일상,아이,"1번째 방문","아주아주 건강한 맛입니다. 재료 본연의 맛을 살리려 애쓰신게 느껴집니다. 단 인스턴트,조미료에 익숙하신 분들은 맛있다고 느끼지 못 하실 수도 있을것 같습니다. 맛있는 자연의 먹거리를 원하시는 분께 추천합니다 ",8.5
17,1,17,예약 후 이용,바로 입장,친목,친구,"1번째 방문",시금치 뇨끼가 새로운 맛이었어요,2.5
18,1,18,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",맛있네요 ㅎㅎ 특히 가지라자냐랑 호박메뉴 맛있었어요!! 근데 음식이 너무 빨리 나와서 ㅠㅠ,7.5
19,1,19,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문","흑백요리사 열풍으로 캐치테이블 예약후 방문! 남편이랑 이렇게 배터지게 먹구 107,000원 밖에 안나왔어요ㅎㅎ 채끝 한우 스테이크도 맛있었구 저는 호박 까넬로니 부드럽고 달달하구 완전 추천! 채소테린은 건강식이라 후무스 좋아히는분들은 드셔보세요!! 삼치오일파스타도 인기메뉴에요!! 전반적으로 노자극 담백 스타일이라 비건이나 건강식 좋아하는 분들은 자주 갈듯요! 복잡한 서울이라 재방문은 어렵지만 한끼 잘 먹구가요~ ",8.5
20,1,20,예약 후 이용,바로 입장,친목,친구,"1번째 방문",처음 접해보는 소스들과 채소 요리로 입이 즐거웠습니다. 한우파스타도 진짜 맛있었습니다. 다만 설거지하는 곳인지 아니면 그릇을 장리하는 곳인지는 정확히 모르겠지만 홀과 가까워서 그릇 부딪히는 소리가 좀 컸습니다. 이부분만 좀 개선해주면 좋겠네요. 잘 먹었습니다. ,7.5
21,1,21,예약 후 이용,바로 입장,가족모임,"부모님, 친척・형제","2번째 방문",유명해지기 전에 임신하고 3년전쯤 다녀오고 오늘 엄마모시고 또 다녀왔네요. 음식맛은 그대로 건강하고 별미입니다. 속이 편안하고 색다른 메뉴라 한번쯤 꼭 드셔보시라고 하고싶어요. 대박나세요. ,7.5
22,1,22,예약 후 이용,바로 입장,nothing,nothing,"1번째 방문","가족들과 방문했어요. 사실 이전에도 몇번 왔었던터라, 음식 맛은 믿고 방문했고, 여전히 음식은 정말 맛있었습니다. 다만 이전에 비해 이용시간이 좀 촉박하다고 느껴졌어요. 90분 간격으로 예약이 있어, 실제 이용은 7-80분만 가능했는데 착석->메뉴 결정 및 주문->음식 서빙 후 식사 까지 다 포함해 1시간 남짓은 좀 빠듯하지 않나 싶어 이 부분은 다소 아쉬웠습니다. ",8.5
23,1,23,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",호박카펠리니 너어어러무 맛있으니 가시면 무조건 추천 ㅜㅜ,8.5
24,1,24,예약 후 이용,바로 입장,비즈니스,지인・동료,"1번째 방문",채식요리 전문점 찾고 있었는데 흑백요리사에 나왔던 백색요리사님 음식점이 채식요리가 되어서 와봤는데 가격대비 괜찮네요~ 비건은 아니여서 100프로 비건 옵션을 하지 않았지만 전반적으로 비건요리가 베이스인게 느껴집니다. 음식들이 채식의 가벼우면서도 깔끔한 맛들로 괜찮어요~ 육식파들은 맛이 가볍다고 느끼실거 같아요~ ,7.5
25,1,25,예약 후 이용,바로 입장,nothing,nothing,"1번째 방문","까넬로니랑 한우 라구 파스타, 가지 라자냐 먹어봤어요 전반적으로 간을 약하게 하셔서 담백하지만 메뉴 특유의 맛과 개성이 살아있어서 좋았습니다 재방문의사ㅇ  까넬로니가 정말 맛있었어요!! 치즈 조금 섞은 단호박으로 속을 채운 파스타에 묘하게 단호박에 브리치즈섞은 맛이 나는…? 당근토마토퓨레소스가 단호박 스프를 다양하게 체험하는 느낌을 주면서 맛있었습니다!!  한우 라구 파스타는 라구소스가 적은듯 하면서도 담백하게 밸런스가 좋았고 가지 라지냐는 맛만큼은 정말 라자냐였어요 식감만 가지가 조금 물컹거렸고 (가지 요리 치고 덜한편이었어요!!너무 맛있게 먹엇습니다😋   네이버 예약하고 가서 주신 빵에 당근잼+열무페스토+라즈베리?콩포트?도 본연의 재료를 잘 살리면서 거부감 없이 맛있게 먹을 수 있는 맛이었어요 ",8.5
26,1,26,예약 후 이용,바로 입장,일상,부모님,"1번째 방문",식전 빵 너무 맛있어요..다른 음식들도 너무 맛있어요!!,7.5
27,1,27,예약 후 이용,바로 입장,친목,친구,"1번째 방문","창의적인 요리, 비비드한 색감 그리고 맛까지 다 좋았습니다. 한가지 부족하다면 주방과 메인공간에서 그릇치울때 나는 소리가 꽤 커서 신경쓰이더라구요",8.5
28,1,28,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문","흑백요리사보고 남정석 셰프님 채소요리 너무 먹어보고 싶어서 바로 예약하고 드디어 다녀왔습니다 :) 기념일에 맞춰서 예약했는데 너무 좋은 시간 보내고 왔어요 가지라자냐, 시금치뇨끼, 호박까넬로니 세가지 먹었는데 다 너무 맛있어요!!! 색감도 예쁘고 소스가 자극적이지않고 좋습니다 셰프님도 만나뵐 수 있어서 정말 좋았어요♥_♥ ",9.5
29,1,29,예약 후 이용,바로 입장,"데이트, 친목, 여행","연인・배우자, 친구","1번째 방문",가지라자냐 진짜 확신갖고 추천드려요 콩고물 없었고요 그냥 진짜 맛있어요 다른사람들도 꼭 이거 먹어봤으면 좋겠어요 가지 싫어하는사람들 없어질텐데,8.5
32,1,32,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문","가지라자냐. 시금치뇨끼. 호박까넬로니. 정말 세 가지 음식 모두 맛있었고, 서브 또한 빠르게 진행되어서 따뜻하게 잘 먹을 수 있었습니다.  특히 가지라자냐. 미친맛 ㅠㅠㅠ최고 ",9.5
59,1,59,예약 후 이용,바로 입장,친목,친구,"1번째 방문",맛있습니다. 분위기도 좋고요. 다들 친절하세요!,8.5
290,3,88,예약 없이 이용,바로 입장,친목,친구,"1번째 방문",맛있고 분위기 좋아요,7.5
33,1,33,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문","재료가 신선하고,메뉴 하나하나 다 먹어보고싶네요옥수동에선 이미 맛집으로 유명하더라구요! 한우라구 꼭 드시구요 직원분들도 바쁜와중에 친절하셨습니다.주차는 건물1층에 있는데 턱이 높으니 조심하세요!!!로컬릿 추천입니다:) ",9.5
34,1,34,예약 후 이용,바로 입장,친목,친구,"1번째 방문",nothing,
35,1,35,예약 후 이용,바로 입장,nothing,nothing,"1번째 방문",맛있어써요!!!,7.5
36,1,36,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문","흑백요리사 남정석 셰프의 식당이어서 찾아갔어요. 생각보다 캐주얼한 분위기였고, 조금 시끄러웠지만 음식은 맛있었어요. 알배추구이가 늦게나와서 나중에 후식처럼 먹었는데, 알배추구이는 다음에 오면 안 먹을 것같아요. 배추가 넘 커요ㅋㅋ 나머지는 맛있었고, 시금치나 열무같은 채소 향이 많이 나서 좋았어요. 네이버예약 혜택으로 식전빵도 주셨는데 빵도 촉촉 쫄깃 맛있어요! 하지만 원픽은 호박 까넬로니였습니다. ",6.5
37,1,37,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",흑백요리사 보고 기대를 가지고 방문했는데.. 기대를 뛰어넘는 맛이었어요~~ 같이 간 아내도 매우 만족했습니다. 처음 시칠리아삼치파스타는 비린내 없고 면의 익힘도 좋았습니다. 시금치뇨끼는 소스가 정말 맛있어서 네이버예약으로 받은 식전빵을 찍어먹기까지 했습니다. 평소 가지를 좋아하지 않는데도 맛있었던 가지라자냐.. 스타터로 좋은 알배추구이.. 네가지 요리 모두 만족해서 주문 못한 요리를 먹기 위해서라도 조만간 재방문해야겠습니다. ,9.5
38,1,38,예약 후 이용,nothing,nothing,nothing,"1번째 방문",너무맛있습니다,10.0
39,1,39,nothing,nothing,nothing,nothing,"1번째 방문",굿,5.0
40,1,40,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",정말 맛있었습니다. 야채가 이렇게 맛있을지 몰랐는데 정말 맛있었어요. 강추합니다.,8.5
41,1,41,예약 후 이용,바로 입장,친목,친구,"2번째 방문",nothing,
42,1,42,예약 후 이용,바로 입장,기념일,지인・동료,"18번째 방문",룸에서 단체 모임하기 너무 좋아요. 다음에 또 갈게요.,7.5
43,1,43,예약 후 이용,바로 입장,일상,연인・배우자,"1번째 방문","넷플릭스 흑백요리사 방송에서 백수저 남정석 오너셰프가운영하는 로컬릿을 방문햇습니다. 국내 채소요리 일인자라는것에 채식사랑하는마음 기대가득 설레이며 갓는데 너무 큰실망과충격이엇습니다. 가지라자냐 채소테린 비건파스타 호박요리 주문햇는데 채소테린은 도저히 삼킬수없는, 상해서 쉰맛이 낫습니다. 주방에서 일하시는분께 물어보니 지난 월요일에 만든음식이라 목욜에 식당방문한날은 추석연휴다음날이라 음식이 상한것이라고 설명햇습니다. 기가막혓습니다. 사일이나지난 상한음식을 서빙한다는 비건레스토랑이엇습니다. 흑수저 백수저 운운하는 방송프로그램에 속은내가 한심햇고 식당입구에 빛바랜 기능명장요리사 상패에 씁쓸했습니다. ",2.5
44,1,44,예약 후 이용,바로 입장,친구,nothing,"1번째 방문","먹느라 사진을 제대로 못 찍어서 아쉽지만, 부모님과 한번 더 오고 싶습니다. ㅎㅎ 자극적이지 않고 깔끔한 맛이 좋아요.",7.5
45,1,45,예약 후 이용,바로 입장,친목,친구,"4번째 방문",정말 야채로 맛있는 요리를 하는 곳입니다. 아름 다운 색으로 눈도 즐겁고 맛도 있는 최애식당! 🧡💚,8.5
46,1,46,예약 후 이용,바로 입장,nothing,nothing,"1번째 방문",깔끔한 재료에 맛도 있네요~ 주말에도 혼잡하지 않아서 이탈리안 가정식 먹는 느낌이였네요~^^ 맛있게 잘 먹었습니다!!,8.5
47,1,47,예약 없이 이용,바로 입장,데이트,연인・배우자,"1번째 방문",굿도리,5.0
48,1,48,예약 후 이용,바로 입장,나들이,친구,"1번째 방문","맛집 검색하다 발견한 로컬잇~ 알배추구이,시금치뇨끼, 한우라구 주문해서 맛있게 먹었네요. 그리고 네이버 예약하고 가니 브레드와 딥소스도 주시더라구요~ 예약하고 꼭 가세요~~ ",8.5
49,1,49,예약 후 이용,바로 입장,친목,지인・동료,"1번째 방문",일요일 오전에 방문해서 복잡하지 않았고 여유롭게 식사했습니다. 색다른 요리도 있고 음식도 다 너무 맛있었어요! 직원분들도 친절하셨고요. 사진엔 없지만 백향과에이드도 맛있고 네이버 예약하면 주시는 브레드와 딥소스3종도 너무 맛있습니다. 특히 저 채소테린은 꼭 드세요💕 ,8.5
50,1,50,nothing,nothing,nothing,nothing,"1번째 방문",맛있어요~ 동네임에도 가보지 못했다가 이번에 처음 방문했는데 너무 맛있네요!! 자주 방문할듯,8.5
51,1,51,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",너무 맛있고 친절하시고 모든 음식이 깔끔해요 다음에 또 방문하려구요!!,9.0
52,1,52,nothing,nothing,nothing,nothing,"1번째 방문",굿,5.0
53,1,53,예약 후 이용,바로 입장,데이트,친구,"1번째 방문",인생 파스타ㅠㅠ 맛없는게 하나도 없따.. 제주에도 열어쥬세요🩷🩷 엄청 배부르게 먹었는데도 속이 편했어요👼🏻,8.5
54,1,54,예약 후 이용,바로 입장,친목,지인・동료,"1번째 방문",nothing,
141,2,40,예약 후 이용,"10분 이내",친목,"친구, 지인・동료","1번째 방문",지금 오이무침만 먹고 이 리뷰 쓰는건데요....오이무침이 뭐이리 맛있죠? 깜놀..오이를 이렇게 맛있게 먹은 적은 또 첨인 것 같아요! 분위기도 넘 좋고 사람도 많아용!!,9.0
55,1,55,예약 없이 이용,바로 입장,가족모임,아이,"4번째 방문","혹시 …. 여기 사장님이 바뀌셨나요? 예전에 너무 맛있게 먹고 좋은 기억으로 오랜만에 방문했는데 오늘 음식은 조금 실망스러웠네요ㅠㅠ 음식 서빙받고나서부터 메뉴에 있는 사진과 많이 달라서 당황했는데 맛 역시 예전과 많이 달랐네요 한우라구는 물이 흥건해서 소스랑 면이 따로 놀았고요. 알배추구이도 구이가 아님 찜같은 식감이었고, 스테이크리조또는 구워서 컷팅한 스테이크가 아닌 채끝조각을 구운거였어요. 오늘만 이러신건지 모르겠지만.. 개선이 필요해보입니다! ",3.5
56,1,56,예약 후 이용,바로 입장,나들이,친구,"1번째 방문",오 비건 식당 답게 건강한 맛이 베이스예요 네이버 예약하면 식전빵이랑 딥소스 주시는데 색다른맛이네요! 시그니처 메뉴인 단호박은 추천 새우리조또는 쏘쏘 ㅎㅎ 담에는 다른 것도 먹어보고 싶어요! ,7.5
57,1,57,예약 없이 이용,바로 입장,일상,아이,"1번째 방문",배가 고프기도 했지만 음식이 뜩별하고 맛있었어요.,7.5
58,1,58,예약 후 이용,바로 입장,친목,친구,"1번째 방문",와…건강한 재료로 이렇게 맛있게 만들 수 있다니😍 또 가고 싶네요 >.<,8.5
124,2,23,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",굳,5.0
60,1,60,예약 후 이용,바로 입장,"친목, 기념일",친척・형제,"4번째 방문","음식 맛있고 주차 편한 로컬릿, 지하철로 오면 지도 안내로 찾기가 좀 힘들다. 옥정초등학교 교문이 두개가 있기 때문이다. 언덕위 교문말고 고가지나 평지쪽 교문 앞에서 우회전해서 언덕을 올라오면 있다. ",6.5
61,1,61,예약 후 이용,바로 입장,친목,지인・동료,"1번째 방문",nothing,
62,1,62,예약 후 이용,바로 입장,친목,친구,"2번째 방문","이번이 두 번째 방문이었어요. 미리 예약하고 가서 서비스 식전빵도 받았는데, 가게에서 직접 만드신 잼이 독특하고 맛있었어요 이날의 스페셜메뉴 하나 시키고 알배추구이와 한우라구뇨끼 주문했는데, 전반적으로 깔끔하고 맛있었어요. 분위기 좋은 레스토랑이라 음식이 비쌀 거란 편견아닌 편견이 있었는데 세 명이서 5만원 나왔으니 가격도 나쁘지 않은 것 같아요. 가게 분위기도 조용하고 좋았습니다. ",8.5
63,1,63,예약 후 이용,바로 입장,nothing,nothing,"1번째 방문",좋아요,5.0
64,1,64,예약 후 이용,바로 입장,일상,연인・배우자,"1번째 방문",채소테린 16000원 호박까멜로니 20000원 정말 건강한 맛이라서 난 별로,3.5
65,1,65,예약 후 이용,바로 입장,친목,친구,"1번째 방문",지인 추천으로 갔는데 너무너무너무 맛있어요. 눈으로 보기에 색감도 너무 예쁘고 맛도 좋고 심지어 건강해요! 콜키지도 프리!!! 최고입니다.,9.5
66,1,66,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",음식이 맛있어요 분위기도 좋은데 양이 조금 아쉬웠어요..,7.5
67,1,67,예약 후 이용,바로 입장,비즈니스,기타,"1번째 방문","포스트로컬리즘 & 비건 컨셉의 레스토랑  브런치를 즐기기에 좋은 옥수동 맛집. 같은 종류도 비건메뉴로 선택할수 있어서 취향따라 즐길수 있는 곳이에요. 2층에 자리잡고있어서 개방감이 있고, 인테리어가 깔끔하고 아늑한 느낌을 주네요  계절메뉴로 큼지막한 메뉴판을 가져다 주셔서 깜놀 했지만 초당옥수수뇨끼 맛있게 먹고왔어요 ",8.5
68,1,68,예약 후 이용,바로 입장,친목,친구,"3번째 방문",최애 뇨끼예요 소스도 너무 맛있어요,7.5
69,1,69,예약 후 이용,바로 입장,가족모임,아이,"1번째 방문","맛집 좀 안다하는 지인들은 한결같이 추천하는 오너쉐프 맛집. 모든 메뉴가 다 맛있어요! 친절한 응대와 편안한 분위기, 넓직한 공간이 아주 좋았습니다.",9.5
70,1,70,예약 후 이용,바로 입장,가족모임,"연인・배우자, 친척・형제","1번째 방문","사진을 못찍었네요! 메뉴 다양하게 시켜서 나눠먹기도 좋았고 스테이크, 뇨끼, 파스타 등등 다양하게 시켰는데 골고루 다 맛있었어요. 매장도 쾌적하고 테이블간격도 넓고 오랜만에 만난 사촌들이랑 너무 행복한 시간 보냈답니당! 옥수역근처에 좋은 곳 알게 되어서 너무 좋아요. 만족도100% 당분간 약속생기면 무조건 여기 로 갑니다! ",9.5
71,1,71,예약 후 이용,바로 입장,"일상, 기념일","연인・배우자, 아이","1번째 방문",아기랑 방문했는데 음식도 다 너무 맛있고 친절하시고 좋았어요! 돌아기가 먹기에 간도 세지 않았구요.. 재방문의사 200%입니다 !,8.5
72,1,72,예약 후 이용,바로 입장,회식,지인・동료,"1번째 방문",여기 너무 맛있었음!! 사람들하고 여러개 시켜봤는데 다 맛있고 건강한 느낌이라 만족도 몹시 높았다!! 내부도 넓어서 답답한 느낌없이 사람들과 모임하기 좋았다!! 직원분들도 다들 너무 친절하셨음! ,9.5
73,1,73,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",주문한 음식들 다 처음 먹어보는 거였는데 너무 맛있게 잘 먹었어요!! 예약하고 가면 식전빵 주니까 꼭 예약하고 가세욥~~~,8.5
74,1,74,예약 후 이용,바로 입장,일상,친척・형제,"1번째 방문","네이버 예약하면 주시는 빵도 맛있었고 (삼색소스가 색다르고 다 맛있었어요) 알배추구이, 호박까넬로니, 채소 리가토니 이렇게 주문했는데 호박까넬로니는 정말 쫀득하니 맛있었고 (같이나온 스프는 토마토당근 퓨레라고 하시던데 토마토 당근맛은 아니었고 부드러운 스프단호박스프 비슷? 정확한 단호박스프맛은 아님) 리가토니도 (일반 리카토니가 아니라 무슨 곡물 리가토니 같았음) 완전 쫀득 해서 제취향에 딱이었고 맛있는 토마토 스튜먹는 맛이었어요. 알배추구이는 슴슴하고 건강한 맛이었고 같이나온 열무피클이 정말 짱이네요. 달지고 시지고 않고 딱 상큼하고 맛있는 맛이었어요. 하루종일 속도 편해서 정말 좋았네요. 건강한 음식 맛있게 만들어주셔서 정말 감사드립니다. 항상 건강하시고 번창하셔서 오래오래 뵙기를 바랍니다^.^ ",8.5
75,1,75,예약 후 이용,바로 입장,nothing,nothing,"7번째 방문",오랜만에 들렀네요. 여전히 맛있습니다 :) 비건 리가토니는 오늘의 메뉴여서 2000원 할인도 받았어요. 같이 간 친구가 맛있는데 속에도 부담가지 않는 것 같다고 하더라구요. ,8.5
76,1,76,예약 후 이용,바로 입장,"친목, 일상",친구,"1번째 방문","친구랑 옥수동에서 만나서 한가로운 점심을 하려고 찾아 가봤는데, 네이버 예약했다고 식전 빵도 같이 주셨어요. 전체적으로 메뉴가 매우 건강하고 알찬 느낌이라 주변 채식하시는 분들 계시면 확신의 마음으로 추천할 수 있는 로컬 맛집이었습니다. 재방문 의사 완전 있어요 ^^! ",8.5
77,1,77,예약 후 이용,바로 입장,데이트,연인・배우자,"1번째 방문",세 번째 방문했어요. 옥수역에서 걸어가면 의외의 장소에 있는데 안은 탁 트인 공간 느낌이에요. 음식은 신선하고 맛있고 소화도 잘 되는 것 같아요 좋은 재료에 흔치 않은 메뉴랄까요. 다 마음에 들고 양은 적은것 같네요. 저는 양이 적은 편인데 제게 양이 적거든요. 배고파서 갔다면 식사에 해당하는 메뉴 3개는 시켜야 아쉽지 않습니다. ,8.5
78,1,78,예약 후 이용,바로 입장,일상,연인・배우자,"1번째 방문","오늘 두번 째 방문인데, 예약고객에게 제공되는 식 전 빵과 당근, 시금치, 블루베리쨈을 맛보고 손주에게 먹여도 좋겠다는 느낌이었음.  건강한 한 끼 잘 먹었습니다. ",8.5
79,1,79,nothing,nothing,nothing,nothing,"1번째 방문",마치 비건이 된 기분! 건강한 돼지가 되,1.5
